Date,Week,Year,Fuel,State,Region,Geography_Type,Price_CPL,Source_Name,Page_URL
2025-10-19,19 Oct,2025,ULP,QLD,Queensland Regional Average,State Regional Average,175.2,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-10-26,26 Oct,2025,ULP,QLD,Queensland Regional Average,State Regional Average,176.6,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-11-02,2 Nov,2025,ULP,QLD,Queensland Regional Average,State Regional Average,179.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-11-09,9 Nov,2025,ULP,QLD,Queensland Regional Average,State Regional Average,179.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-11-16,16 Nov,2025,ULP,QLD,Queensland Regional Average,State Regional Average,178.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-11-23,23 Nov,2025,ULP,QLD,Queensland Regional Average,State Regional Average,177.6,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-11-30,30 Nov,2025,ULP,QLD,Queensland Regional Average,State Regional Average,179.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-12-07,7 Dec,2025,ULP,QLD,Queensland Regional Average,State Regional Average,180.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-12-14,14 Dec,2025,ULP,QLD,Queensland Regional Average,State Regional Average,178.7,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-12-21,21 Dec,2025,ULP,QLD,Queensland Regional Average,State Regional Average,175.9,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-12-28,28 Dec,2025,ULP,QLD,Queensland Regional Average,State Regional Average,174.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-01-04,4 Jan,2026,ULP,QLD,Queensland Regional Average,State Regional Average,174.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-01-11,11 Jan,2026,ULP,QLD,Queensland Regional Average,State Regional Average,174.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-01-18,18 Jan,2026,ULP,QLD,Queensland Regional Average,State Regional Average,174.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-01-25,25 Jan,2026,ULP,QLD,Queensland Regional Average,State Regional Average,172.7,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-02-01,1 Feb,2026,ULP,QLD,Queensland Regional Average,State Regional Average,171.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-02-08,8 Feb,2026,ULP,QLD,Queensland Regional Average,State Regional Average,170.2,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-02-15,15 Feb,2026,ULP,QLD,Queensland Regional Average,State Regional Average,170.1,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-02-22,22 Feb,2026,ULP,QLD,Queensland Regional Average,State Regional Average,171.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-03-01,1 Mar,2026,ULP,QLD,Queensland Regional Average,State Regional Average,173.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-03-08,8 Mar,2026,ULP,QLD,Queensland Regional Average,State Regional Average,189.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-03-15,15 Mar,2026,ULP,QLD,Queensland Regional Average,State Regional Average,217.4,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-03-22,22 Mar,2026,ULP,QLD,Queensland Regional Average,State Regional Average,238.7,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-03-29,29 Mar,2026,ULP,QLD,Queensland Regional Average,State Regional Average,254.9,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-04-05,5 Apr,2026,ULP,QLD,Queensland Regional Average,State Regional Average,242.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-04-12,12 Apr,2026,ULP,QLD,Queensland Regional Average,State Regional Average,227.8,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-04-19,19 Apr,2026,ULP,QLD,Queensland Regional Average,State Regional Average,217.8,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-04-26,26 Apr,2026,ULP,QLD,Queensland Regional Average,State Regional Average,198.4,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-05-03,3 May,2026,ULP,QLD,Queensland Regional Average,State Regional Average,188.8,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-05-10,10 May,2026,ULP,QLD,Queensland Regional Average,State Regional Average,187.4,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-05-17,17 May,2026,ULP,QLD,Queensland Regional Average,State Regional Average,185.2,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-05-24,24 May,2026,ULP,QLD,Queensland Regional Average,State Regional Average,186.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-05-31,31 May,2026,ULP,QLD,Queensland Regional Average,State Regional Average,185.8,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-06-07,7 Jun,2026,ULP,QLD,Queensland Regional Average,State Regional Average,180.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-06-14,14 Jun,2026,ULP,QLD,Queensland Regional Average,State Regional Average,177.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-06-21,21 Jun,2026,ULP,QLD,Queensland Regional Average,State Regional Average,174.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-06-28,28 Jun,2026,ULP,QLD,Queensland Regional Average,State Regional Average,168.9,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-07-05,5 Jul,2026,ULP,QLD,Queensland Regional Average,State Regional Average,170.6,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-07-12,12 Jul,2026,ULP,QLD,Queensland Regional Average,State Regional Average,175.4,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-07-19,19 Jul,2026,ULP,QLD,Queensland Regional Average,State Regional Average,177.3,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-07-26,26 Jul,2026,ULP,QLD,Queensland Regional Average,State Regional Average,185.8,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-08-02,2 Aug,2026,ULP,QLD,Queensland Regional Average,State Regional Average,196.5,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-08-09,9 Aug,2026,ULP,QLD,Queensland Regional Average,State Regional Average,209.0,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2026-08-16,16 Aug,2026,ULP,QLD,Queensland Regional Average,State Regional Average,206.6,Queensland Regional Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-regional-average/
2025-08-24,24 Aug,2025,ULP,QLD,Queensland State Average,State Average,187.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-08-31,31 Aug,2025,ULP,QLD,Queensland State Average,State Average,180.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-09-07,7 Sep,2025,ULP,QLD,Queensland State Average,State Average,175.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-09-14,14 Sep,2025,ULP,QLD,Queensland State Average,State Average,176.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-09-21,21 Sep,2025,ULP,QLD,Queensland State Average,State Average,190.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-09-28,28 Sep,2025,ULP,QLD,Queensland State Average,State Average,191.7,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-10-05,5 Oct,2025,ULP,QLD,Queensland State Average,State Average,184.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-10-12,12 Oct,2025,ULP,QLD,Queensland State Average,State Average,177.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-10-19,19 Oct,2025,ULP,QLD,Queensland State Average,State Average,174.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-10-26,26 Oct,2025,ULP,QLD,Queensland State Average,State Average,187.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-11-02,2 Nov,2025,ULP,QLD,Queensland State Average,State Average,194.8,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-11-09,9 Nov,2025,ULP,QLD,Queensland State Average,State Average,189.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-11-16,16 Nov,2025,ULP,QLD,Queensland State Average,State Average,181.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-11-23,23 Nov,2025,ULP,QLD,Queensland State Average,State Average,178.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-11-30,30 Nov,2025,ULP,QLD,Queensland State Average,State Average,191.8,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-12-07,7 Dec,2025,ULP,QLD,Queensland State Average,State Average,198.7,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-12-14,14 Dec,2025,ULP,QLD,Queensland State Average,State Average,189.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-12-21,21 Dec,2025,ULP,QLD,Queensland State Average,State Average,176.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-12-28,28 Dec,2025,ULP,QLD,Queensland State Average,State Average,172.5,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-01-04,4 Jan,2026,ULP,QLD,Queensland State Average,State Average,178.5,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-01-11,11 Jan,2026,ULP,QLD,Queensland State Average,State Average,188.1,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-01-18,18 Jan,2026,ULP,QLD,Queensland State Average,State Average,190.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-01-25,25 Jan,2026,ULP,QLD,Queensland State Average,State Average,179.5,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-02-01,1 Feb,2026,ULP,QLD,Queensland State Average,State Average,167.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-02-08,8 Feb,2026,ULP,QLD,Queensland State Average,State Average,163.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-02-15,15 Feb,2026,ULP,QLD,Queensland State Average,State Average,170.1,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-02-22,22 Feb,2026,ULP,QLD,Queensland State Average,State Average,182.1,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-03-01,1 Mar,2026,ULP,QLD,Queensland State Average,State Average,191.8,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-03-08,8 Mar,2026,ULP,QLD,Queensland State Average,State Average,203.5,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-03-15,15 Mar,2026,ULP,QLD,Queensland State Average,State Average,220.0,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-03-22,22 Mar,2026,ULP,QLD,Queensland State Average,State Average,236.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-03-29,29 Mar,2026,ULP,QLD,Queensland State Average,State Average,252.7,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-04-05,5 Apr,2026,ULP,QLD,Queensland State Average,State Average,240.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-04-12,12 Apr,2026,ULP,QLD,Queensland State Average,State Average,225.2,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-04-19,19 Apr,2026,ULP,QLD,Queensland State Average,State Average,215.3,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-04-26,26 Apr,2026,ULP,QLD,Queensland State Average,State Average,193.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-05-03,3 May,2026,ULP,QLD,Queensland State Average,State Average,184.3,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-05-10,10 May,2026,ULP,QLD,Queensland State Average,State Average,184.3,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-05-17,17 May,2026,ULP,QLD,Queensland State Average,State Average,186.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-05-24,24 May,2026,ULP,QLD,Queensland State Average,State Average,187.5,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-05-31,31 May,2026,ULP,QLD,Queensland State Average,State Average,185.3,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-06-07,7 Jun,2026,ULP,QLD,Queensland State Average,State Average,177.0,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-06-14,14 Jun,2026,ULP,QLD,Queensland State Average,State Average,172.0,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-06-21,21 Jun,2026,ULP,QLD,Queensland State Average,State Average,168.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-06-28,28 Jun,2026,ULP,QLD,Queensland State Average,State Average,162.6,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-07-05,5 Jul,2026,ULP,QLD,Queensland State Average,State Average,163.9,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-07-12,12 Jul,2026,ULP,QLD,Queensland State Average,State Average,171.8,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-07-19,19 Jul,2026,ULP,QLD,Queensland State Average,State Average,175.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-07-26,26 Jul,2026,ULP,QLD,Queensland State Average,State Average,184.0,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-08-02,2 Aug,2026,ULP,QLD,Queensland State Average,State Average,195.4,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-08-09,9 Aug,2026,ULP,QLD,Queensland State Average,State Average,208.1,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2026-08-16,16 Aug,2026,ULP,QLD,Queensland State Average,State Average,203.7,Queensland State Average,https://aip.com.au/pricing/petrol/queensland-retail-petrol-prices/queensland-state-average/
2025-08-24,24 Aug,2025,ULP,SA,Adelaide,Capital City,170.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-08-31,31 Aug,2025,ULP,SA,Adelaide,Capital City,167.4,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-09-07,7 Sep,2025,ULP,SA,Adelaide,Capital City,174.8,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-09-14,14 Sep,2025,ULP,SA,Adelaide,Capital City,173.5,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-09-21,21 Sep,2025,ULP,SA,Adelaide,Capital City,167.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-09-28,28 Sep,2025,ULP,SA,Adelaide,Capital City,184.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-10-05,5 Oct,2025,ULP,SA,Adelaide,Capital City,171.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-10-12,12 Oct,2025,ULP,SA,Adelaide,Capital City,175.8,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-10-19,19 Oct,2025,ULP,SA,Adelaide,Capital City,168.2,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-10-26,26 Oct,2025,ULP,SA,Adelaide,Capital City,172.0,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-11-02,2 Nov,2025,ULP,SA,Adelaide,Capital City,166.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-11-09,9 Nov,2025,ULP,SA,Adelaide,Capital City,176.0,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-11-16,16 Nov,2025,ULP,SA,Adelaide,Capital City,171.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-11-23,23 Nov,2025,ULP,SA,Adelaide,Capital City,180.2,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-11-30,30 Nov,2025,ULP,SA,Adelaide,Capital City,179.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-12-07,7 Dec,2025,ULP,SA,Adelaide,Capital City,168.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-12-14,14 Dec,2025,ULP,SA,Adelaide,Capital City,177.0,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-12-21,21 Dec,2025,ULP,SA,Adelaide,Capital City,165.6,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-12-28,28 Dec,2025,ULP,SA,Adelaide,Capital City,178.8,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-01-04,4 Jan,2026,ULP,SA,Adelaide,Capital City,170.9,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-01-11,11 Jan,2026,ULP,SA,Adelaide,Capital City,158.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-01-18,18 Jan,2026,ULP,SA,Adelaide,Capital City,158.2,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-01-25,25 Jan,2026,ULP,SA,Adelaide,Capital City,164.5,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-02-01,1 Feb,2026,ULP,SA,Adelaide,Capital City,160.5,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-02-08,8 Feb,2026,ULP,SA,Adelaide,Capital City,157.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-02-15,15 Feb,2026,ULP,SA,Adelaide,Capital City,155.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-02-22,22 Feb,2026,ULP,SA,Adelaide,Capital City,160.4,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-03-01,1 Mar,2026,ULP,SA,Adelaide,Capital City,176.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-03-08,8 Mar,2026,ULP,SA,Adelaide,Capital City,189.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-03-15,15 Mar,2026,ULP,SA,Adelaide,Capital City,218.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-03-22,22 Mar,2026,ULP,SA,Adelaide,Capital City,238.2,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-03-29,29 Mar,2026,ULP,SA,Adelaide,Capital City,255.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-04-05,5 Apr,2026,ULP,SA,Adelaide,Capital City,236.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-04-12,12 Apr,2026,ULP,SA,Adelaide,Capital City,222.3,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-04-19,19 Apr,2026,ULP,SA,Adelaide,Capital City,208.9,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-04-26,26 Apr,2026,ULP,SA,Adelaide,Capital City,183.2,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-05-03,3 May,2026,ULP,SA,Adelaide,Capital City,175.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-05-10,10 May,2026,ULP,SA,Adelaide,Capital City,178.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-05-17,17 May,2026,ULP,SA,Adelaide,Capital City,178.0,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-05-24,24 May,2026,ULP,SA,Adelaide,Capital City,176.8,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-05-31,31 May,2026,ULP,SA,Adelaide,Capital City,173.6,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-06-07,7 Jun,2026,ULP,SA,Adelaide,Capital City,163.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-06-14,14 Jun,2026,ULP,SA,Adelaide,Capital City,158.8,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-06-21,21 Jun,2026,ULP,SA,Adelaide,Capital City,156.9,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-06-28,28 Jun,2026,ULP,SA,Adelaide,Capital City,150.7,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-07-05,5 Jul,2026,ULP,SA,Adelaide,Capital City,157.4,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-07-12,12 Jul,2026,ULP,SA,Adelaide,Capital City,163.5,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-07-19,19 Jul,2026,ULP,SA,Adelaide,Capital City,165.6,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-07-26,26 Jul,2026,ULP,SA,Adelaide,Capital City,178.6,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-08-02,2 Aug,2026,ULP,SA,Adelaide,Capital City,193.1,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-08-09,9 Aug,2026,ULP,SA,Adelaide,Capital City,206.5,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2026-08-16,16 Aug,2026,ULP,SA,Adelaide,Capital City,199.6,Adelaide,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/adelaide/
2025-08-24,24 Aug,2025,ULP,SA,South Australian Regional Average,State Regional Average,177.7,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-08-31,31 Aug,2025,ULP,SA,South Australian Regional Average,State Regional Average,178.9,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-09-07,7 Sep,2025,ULP,SA,South Australian Regional Average,State Regional Average,180.0,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-09-14,14 Sep,2025,ULP,SA,South Australian Regional Average,State Regional Average,180.3,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-09-21,21 Sep,2025,ULP,SA,South Australian Regional Average,State Regional Average,180.0,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-09-28,28 Sep,2025,ULP,SA,South Australian Regional Average,State Regional Average,180.1,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-10-05,5 Oct,2025,ULP,SA,South Australian Regional Average,State Regional Average,179.9,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-10-12,12 Oct,2025,ULP,SA,South Australian Regional Average,State Regional Average,179.9,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
2025-10-19,19 Oct,2025,ULP,SA,South Australian Regional Average,State Regional Average,179.3,South Australian Regional Average,https://aip.com.au/pricing/petrol/south-australian-retail-petrol-prices/south-australian-regional-average/
