Date,Week,Year,Fuel,State,Region,Geography_Type,Price_CPL,Source_Name,Page_URL
2025-09-28,28 Sep,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,184.3,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-10-05,5 Oct,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,184.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-10-12,12 Oct,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,184.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-10-19,19 Oct,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,183.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-10-26,26 Oct,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,183.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-11-02,2 Nov,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,184.4,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-11-09,9 Nov,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,185.5,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-11-16,16 Nov,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,188.5,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-11-23,23 Nov,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,191.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-11-30,30 Nov,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,192.3,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-12-07,7 Dec,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,191.9,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-12-14,14 Dec,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,191.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-12-21,21 Dec,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,189.4,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-12-28,28 Dec,2025,Diesel,National,Total Metropolitan Average,National Metropolitan Average,187.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-01-04,4 Jan,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,185.6,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-01-11,11 Jan,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,183.6,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-01-18,18 Jan,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,182.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-01-25,25 Jan,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,180.9,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-02-01,1 Feb,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,179.9,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-02-08,8 Feb,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,179.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-02-15,15 Feb,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,178.6,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-02-22,22 Feb,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,178.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-03-01,1 Mar,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,179.3,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-03-08,8 Mar,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,196.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-03-15,15 Mar,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,245.4,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-03-22,22 Mar,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,281.4,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-03-29,29 Mar,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,308.7,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-04-05,5 Apr,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,310.3,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-04-12,12 Apr,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,317.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-04-19,19 Apr,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,305.3,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-04-26,26 Apr,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,270.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-05-03,3 May,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,249.5,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-05-10,10 May,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,243.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-05-17,17 May,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,233.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-05-24,24 May,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,227.7,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-05-31,31 May,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,221.5,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-06-07,7 Jun,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,209.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-06-14,14 Jun,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,202.1,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-06-21,21 Jun,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,193.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-06-28,28 Jun,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,179.7,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-07-05,5 Jul,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,181.6,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-07-12,12 Jul,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,187.0,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-07-19,19 Jul,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,198.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-07-26,26 Jul,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,218.2,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-08-02,2 Aug,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,233.8,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-08-09,9 Aug,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,246.9,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2026-08-16,16 Aug,2026,Diesel,National,Total Metropolitan Average,National Metropolitan Average,242.8,Total Metropolitan Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-metropolitan-average/
2025-08-24,24 Aug,2025,Diesel,National,Total Regional Average,National Regional Average,186.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-08-31,31 Aug,2025,Diesel,National,Total Regional Average,National Regional Average,186.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-09-07,7 Sep,2025,Diesel,National,Total Regional Average,National Regional Average,186.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-09-14,14 Sep,2025,Diesel,National,Total Regional Average,National Regional Average,187.1,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-09-21,21 Sep,2025,Diesel,National,Total Regional Average,National Regional Average,187.0,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-09-28,28 Sep,2025,Diesel,National,Total Regional Average,National Regional Average,186.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-10-05,5 Oct,2025,Diesel,National,Total Regional Average,National Regional Average,186.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-10-12,12 Oct,2025,Diesel,National,Total Regional Average,National Regional Average,186.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-10-19,19 Oct,2025,Diesel,National,Total Regional Average,National Regional Average,185.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-10-26,26 Oct,2025,Diesel,National,Total Regional Average,National Regional Average,184.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-11-02,2 Nov,2025,Diesel,National,Total Regional Average,National Regional Average,185.4,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-11-09,9 Nov,2025,Diesel,National,Total Regional Average,National Regional Average,186.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-11-16,16 Nov,2025,Diesel,National,Total Regional Average,National Regional Average,188.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-11-23,23 Nov,2025,Diesel,National,Total Regional Average,National Regional Average,190.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-11-30,30 Nov,2025,Diesel,National,Total Regional Average,National Regional Average,192.0,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-12-07,7 Dec,2025,Diesel,National,Total Regional Average,National Regional Average,191.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-12-14,14 Dec,2025,Diesel,National,Total Regional Average,National Regional Average,190.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-12-21,21 Dec,2025,Diesel,National,Total Regional Average,National Regional Average,189.2,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-12-28,28 Dec,2025,Diesel,National,Total Regional Average,National Regional Average,187.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-01-04,4 Jan,2026,Diesel,National,Total Regional Average,National Regional Average,186.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-01-11,11 Jan,2026,Diesel,National,Total Regional Average,National Regional Average,185.1,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-01-18,18 Jan,2026,Diesel,National,Total Regional Average,National Regional Average,183.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-01-25,25 Jan,2026,Diesel,National,Total Regional Average,National Regional Average,183.2,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-02-01,1 Feb,2026,Diesel,National,Total Regional Average,National Regional Average,182.7,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-02-08,8 Feb,2026,Diesel,National,Total Regional Average,National Regional Average,182.2,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-02-15,15 Feb,2026,Diesel,National,Total Regional Average,National Regional Average,182.0,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-02-22,22 Feb,2026,Diesel,National,Total Regional Average,National Regional Average,181.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-03-01,1 Mar,2026,Diesel,National,Total Regional Average,National Regional Average,182.3,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-03-08,8 Mar,2026,Diesel,National,Total Regional Average,National Regional Average,196.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-03-15,15 Mar,2026,Diesel,National,Total Regional Average,National Regional Average,245.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-03-22,22 Mar,2026,Diesel,National,Total Regional Average,National Regional Average,283.2,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-03-29,29 Mar,2026,Diesel,National,Total Regional Average,National Regional Average,311.1,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-04-05,5 Apr,2026,Diesel,National,Total Regional Average,National Regional Average,314.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-04-12,12 Apr,2026,Diesel,National,Total Regional Average,National Regional Average,320.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-04-19,19 Apr,2026,Diesel,National,Total Regional Average,National Regional Average,311.8,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-04-26,26 Apr,2026,Diesel,National,Total Regional Average,National Regional Average,279.1,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-05-03,3 May,2026,Diesel,National,Total Regional Average,National Regional Average,258.3,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-05-10,10 May,2026,Diesel,National,Total Regional Average,National Regional Average,250.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-05-17,17 May,2026,Diesel,National,Total Regional Average,National Regional Average,239.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-05-24,24 May,2026,Diesel,National,Total Regional Average,National Regional Average,233.0,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-05-31,31 May,2026,Diesel,National,Total Regional Average,National Regional Average,228.0,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-06-07,7 Jun,2026,Diesel,National,Total Regional Average,National Regional Average,217.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-06-14,14 Jun,2026,Diesel,National,Total Regional Average,National Regional Average,210.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-06-21,21 Jun,2026,Diesel,National,Total Regional Average,National Regional Average,202.4,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-06-28,28 Jun,2026,Diesel,National,Total Regional Average,National Regional Average,189.6,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-07-05,5 Jul,2026,Diesel,National,Total Regional Average,National Regional Average,188.7,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-07-12,12 Jul,2026,Diesel,National,Total Regional Average,National Regional Average,193.7,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-07-19,19 Jul,2026,Diesel,National,Total Regional Average,National Regional Average,202.1,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-07-26,26 Jul,2026,Diesel,National,Total Regional Average,National Regional Average,220.7,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-08-02,2 Aug,2026,Diesel,National,Total Regional Average,National Regional Average,235.7,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-08-09,9 Aug,2026,Diesel,National,Total Regional Average,National Regional Average,248.9,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2026-08-16,16 Aug,2026,Diesel,National,Total Regional Average,National Regional Average,247.5,Total Regional Average,https://aip.com.au/pricing/diesel/national-retail-diesel-prices/total-regional-average/
2025-08-24,24 Aug,2025,Diesel,QLD,Brisbane,Capital City,186.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-08-31,31 Aug,2025,Diesel,QLD,Brisbane,Capital City,186.5,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-09-07,7 Sep,2025,Diesel,QLD,Brisbane,Capital City,186.8,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-09-14,14 Sep,2025,Diesel,QLD,Brisbane,Capital City,187.2,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-09-21,21 Sep,2025,Diesel,QLD,Brisbane,Capital City,187.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-09-28,28 Sep,2025,Diesel,QLD,Brisbane,Capital City,186.1,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-10-05,5 Oct,2025,Diesel,QLD,Brisbane,Capital City,185.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-10-12,12 Oct,2025,Diesel,QLD,Brisbane,Capital City,185.6,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-10-19,19 Oct,2025,Diesel,QLD,Brisbane,Capital City,185.1,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-10-26,26 Oct,2025,Diesel,QLD,Brisbane,Capital City,185.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-11-02,2 Nov,2025,Diesel,QLD,Brisbane,Capital City,187.2,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-11-09,9 Nov,2025,Diesel,QLD,Brisbane,Capital City,188.3,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-11-16,16 Nov,2025,Diesel,QLD,Brisbane,Capital City,190.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-11-23,23 Nov,2025,Diesel,QLD,Brisbane,Capital City,193.2,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-11-30,30 Nov,2025,Diesel,QLD,Brisbane,Capital City,194.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-12-07,7 Dec,2025,Diesel,QLD,Brisbane,Capital City,194.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-12-14,14 Dec,2025,Diesel,QLD,Brisbane,Capital City,193.8,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-12-21,21 Dec,2025,Diesel,QLD,Brisbane,Capital City,191.5,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-12-28,28 Dec,2025,Diesel,QLD,Brisbane,Capital City,188.5,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-01-04,4 Jan,2026,Diesel,QLD,Brisbane,Capital City,187.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-01-11,11 Jan,2026,Diesel,QLD,Brisbane,Capital City,185.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-01-18,18 Jan,2026,Diesel,QLD,Brisbane,Capital City,184.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-01-25,25 Jan,2026,Diesel,QLD,Brisbane,Capital City,183.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-02-01,1 Feb,2026,Diesel,QLD,Brisbane,Capital City,181.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-02-08,8 Feb,2026,Diesel,QLD,Brisbane,Capital City,181.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-02-15,15 Feb,2026,Diesel,QLD,Brisbane,Capital City,181.1,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-02-22,22 Feb,2026,Diesel,QLD,Brisbane,Capital City,180.5,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-03-01,1 Mar,2026,Diesel,QLD,Brisbane,Capital City,181.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-03-08,8 Mar,2026,Diesel,QLD,Brisbane,Capital City,199.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-03-15,15 Mar,2026,Diesel,QLD,Brisbane,Capital City,245.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-03-22,22 Mar,2026,Diesel,QLD,Brisbane,Capital City,281.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-03-29,29 Mar,2026,Diesel,QLD,Brisbane,Capital City,310.3,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-04-05,5 Apr,2026,Diesel,QLD,Brisbane,Capital City,310.2,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-04-12,12 Apr,2026,Diesel,QLD,Brisbane,Capital City,318.3,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-04-19,19 Apr,2026,Diesel,QLD,Brisbane,Capital City,308.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-04-26,26 Apr,2026,Diesel,QLD,Brisbane,Capital City,271.3,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-05-03,3 May,2026,Diesel,QLD,Brisbane,Capital City,250.6,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-05-10,10 May,2026,Diesel,QLD,Brisbane,Capital City,243.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-05-17,17 May,2026,Diesel,QLD,Brisbane,Capital City,233.8,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-05-24,24 May,2026,Diesel,QLD,Brisbane,Capital City,228.5,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-05-31,31 May,2026,Diesel,QLD,Brisbane,Capital City,223.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-06-07,7 Jun,2026,Diesel,QLD,Brisbane,Capital City,212.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-06-14,14 Jun,2026,Diesel,QLD,Brisbane,Capital City,205.1,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-06-21,21 Jun,2026,Diesel,QLD,Brisbane,Capital City,195.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-06-28,28 Jun,2026,Diesel,QLD,Brisbane,Capital City,181.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-07-05,5 Jul,2026,Diesel,QLD,Brisbane,Capital City,182.9,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-07-12,12 Jul,2026,Diesel,QLD,Brisbane,Capital City,188.2,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-07-19,19 Jul,2026,Diesel,QLD,Brisbane,Capital City,200.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-07-26,26 Jul,2026,Diesel,QLD,Brisbane,Capital City,219.4,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-08-02,2 Aug,2026,Diesel,QLD,Brisbane,Capital City,234.6,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-08-09,9 Aug,2026,Diesel,QLD,Brisbane,Capital City,247.7,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2026-08-16,16 Aug,2026,Diesel,QLD,Brisbane,Capital City,245.0,Brisbane,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/brisbane/
2025-08-24,24 Aug,2025,Diesel,QLD,Queensland Regional Average,State Regional Average,186.1,Queensland Regional Average,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/queensland-regional-average/
2025-08-31,31 Aug,2025,Diesel,QLD,Queensland Regional Average,State Regional Average,186.0,Queensland Regional Average,https://aip.com.au/pricing/diesel/queensland-retail-diesel-fuel-prices/queensland-regional-average/
